UniProt_Proteome_ID	IDR_Long	IDR_Short
UP000204176	0.175	0.162
UP000203480	0.175	0.156
UP000203238	0.175	0.165
UP000201842	0.174	0.164
UP000203165	0.173	0.169
UP000202826	0.173	0.165
UP000204355	0.172	0.167
UP000202257	0.171	0.166
UP000203026	0.171	0.162
UP000202281	0.171	0.16
UP000202493	0.171	0.164
UP000204521	0.171	0.17
UP000202952	0.171	0.173
UP000201551	0.17	0.159
UP000204514	0.17	0.161
UP000202684	0.17	0.158
UP000204008	0.17	0.159
UP000202733	0.17	0.164
UP000201435	0.17	0.161
UP000202472	0.169	0.156
UP000202359	0.169	0.163
UP000201315	0.169	0.156
UP000203911	0.169	0.158
UP000201181	0.169	0.163
UP000203252	0.169	0.169
UP000202105	0.169	0.161
UP000203231	0.169	0.17
UP000203263	0.169	0.156
UP000203633	0.168	0.164
UP000202178	0.168	0.147
UP000201059	0.168	0.173
UP000201320	0.167	0.175
UP000203772	0.166	0.16
UP000204466	0.166	0.165
UP000201417	0.166	0.159
UP000201383	0.166	0.156
UP000204209	0.165	0.162
UP000203473	0.165	0.151
UP000201540	0.165	0.158
UP000203043	0.165	0.156
UP000202517	0.164	0.15
UP000202789	0.164	0.159
UP000202805	0.164	0.158
UP000203525	0.164	0.154
UP000204161	0.164	0.15
UP000201672	0.164	0.155
UP000204579	0.163	0.148
UP000202551	0.163	0.151
UP000203714	0.163	0.174
UP000203423	0.162	0.153
UP000202572	0.162	0.159
UP000202902	0.162	0.151
UP000202985	0.16	0.154
UP000201615	0.159	0.161
UP000204461	0.159	0.153
UP000203874	0.159	0.157
UP000207585	0.159	0.162
UP000201890	0.158	0.152
UP000201042	0.157	0.154
UP000203583	0.156	0.147
UP000202585	0.156	0.152
UP000201799	0.156	0.147
UP000201454	0.156	0.145
UP000202845	0.156	0.158
UP000202106	0.155	0.151
UP000201088	0.155	0.148
UP000202321	0.155	0.144
UP000202666	0.154	0.134
UP000201100	0.154	0.159
UP000203921	0.154	0.153
UP000204406	0.154	0.157
UP000203582	0.153	0.148
UP000203233	0.153	0.147
UP000203655	0.153	0.142
UP000201696	0.152	0.145
UP000202725	0.152	0.149
UP000201947	0.152	0.153
UP000202356	0.152	0.143
UP000202488	0.151	0.154
UP000203904	0.151	0.148
UP000204360	0.151	0.147
UP000203426	0.151	0.146
UP000203760	0.151	0.139
UP000202461	0.149	0.134
UP000202476	0.149	0.142
UP000201848	0.148	0.146
UP000203610	0.148	0.138
UP000202678	0.147	0.146
UP000204655	0.147	0.146
UP000201180	0.147	0.14
UP000202692	0.147	0.147
UP000204205	0.145	0.145
UP000201231	0.144	0.141
UP000204018	0.144	0.144
UP000204346	0.142	0.134
UP000202674	0.141	0.15
UP000202263	0.141	0.133
UP000201502	0.139	0.134
UP000202116	0.139	0.144
UP000202464	0.136	0.131
UP000203030	0.135	0.146
UP000201961	0.135	0.127
UP000202951	0.135	0.13
UP000207757	0.135	0.142
UP000201639	0.135	0.137
UP000201188	0.135	0.13
UP000202913	0.134	0.147
UP000204036	0.13	0.131
UP000204298	0.125	0.124
UP000202207	0.123	0.118
UP000204165	0.123	0.141
UP000204439	0.122	0.134
UP000202139	0.121	0.128
UP000202577	0.12	0.116
UP000203747	0.117	0.112
UP000203254	0.116	0.122
UP000202047	0.115	0.113
UP000201817	0.114	0.118
UP000204330	0.113	0.103
UP000202707	0.109	0.105
UP000201493	0.104	0.096
UP000203267	0.103	0.108
